Name,What,Region,Country,Lat,Long,Elev ft.,Pop est
Kome,city,Kerala,India,12.47,75.09,324,54227
Kommeri,city,Kerala,India,11.85,75.73,311,40975
Kondalseri,city,Kerala,India,8.8,76.67,3,86329
Kondotti,city,Kerala,India,11.14,75.97,147,95209
Kondotty,city,Kerala,India,11.14,75.97,147,95209
Kondur,city,Kerala,India,9.7,76.81,278,78693
Kongannur,city,Kerala,India,11.38,75.75,45,79580
Kongad,city,Kerala,India,10.85,76.52,223,48973
Koni,city,Kerala,India,9.23,76.87,196,55459
Koniyankallu,city,Kerala,India,12.26,75.45,1748,54387
Konni,city,Kerala,India,9.23,76.87,196,55459
Konott,city,Kerala,India,11.31,75.85,104,159454
Koothattukulam,city,Kerala,India,9.87,76.6,219,90990
Korad,city,Kerala,India,10.98,75.91,9,165932
Koratti,city,Kerala,India,11.56,75.79,177,119242
Korom,city,Kerala,India,12.13,75.23,75,82658
Koroth,city,Kerala,India,11.74,75.88,2608,40145
Kotacheri,city,Kerala,India,12.33,75.07,68,59018
Kotamangalam,city,Kerala,India,10.06,76.63,39,88098
Kotattupuzha,city,Kerala,India,8.91,77.05,403,40528
Kotayam,city,Kerala,India,9.59,76.52,9,210083
Kotayem,city,Kerala,India,11.83,75.55,111,84393
Kotekar,city,Kerala,India,12.6,74.96,232,43167
Kotekurpu,city,Kerala,India,12.19,75.14,3,38141
Kotepora,city,Kerala,India,12.24,75.13,78,44238
Kotikal,city,Kerala,India,12.42,75.02,3,26400
Kotta Kunnu,city,Kerala,India,12.25,75.34,410,63322
Kottakkal,city,Kerala,India,11,76.01,85,166250
Kottar,city,Kerala,India,8.9,76.73,62,138013
Kottara,city,Kerala,India,8.9,76.73,62,138013
Kottattara,city,Kerala,India,11.68,75.99,2509,43320
Kottattara,city,Kerala,India,10.8,75.95,3,196132
Kottattur,city,Kerala,India,10.7,75.97,16,82340
Kottayad,city,Kerala,India,12.01,75.45,82,76709
Kottayam,city,Kerala,India,9.59,76.52,9,210083
Kottayam,city,Kerala,India,11.83,75.55,111,84393
Kottayambram,city,Kerala,India,11.7,75.62,173,138910
Kottayil,city,Kerala,India,12.11,75.26,49,75508
Kottila,city,Kerala,India,12.05,75.31,19,35490
Kottiyana,city,Kerala,India,12.48,75.11,150,53044
Kottumbe,city,Kerala,India,12.55,75.21,341,51543
Kottur,city,Kerala,India,11.5,75.78,413,119272
Kotturu,city,Kerala,India,11.82,75.45,36,27199
Kottarakara,city,Kerala,India,9,76.8,167,84831
Kottuli,city,Kerala,India,11.27,75.8,101,282009
Kovalam,city,Kerala,India,8.37,77,0,75632
Kovilam,city,Kerala,India,8.37,77,0,75632
Kovilkandi,city,Kerala,India,11.44,75.69,3,89122
Kovilodu,city,Kerala,India,11.86,75.53,101,57686
Kovumbhagam,city,Kerala,India,11.76,75.49,6,91042
Kovur,city,Kerala,India,11.26,75.83,196,271701
Kovur,city,Kerala,India,11.27,75.85,232,247731
Kovvantala,city,Kerala,India,12,75.47,36,77304
Kovur,city,Kerala,India,11.97,75.51,255,74006
Koyadu,city,Kerala,India,11.86,75.44,180,32773
Koyakkad,city,Kerala,India,11.47,75.76,42,119081
Koyangodechal,city,Kerala,India,12.46,75.06,252,55886
Koyappalli Ambalam,city,Kerala,India,10.7,75.99,22,110979
Koyilandi,city,Kerala,India,11.44,75.69,3,89122
Koyimanna,city,Kerala,India,11.31,75.91,144,30743
Koyyam,city,Kerala,India,12.02,75.46,62,73353
Koyyam,city,Kerala,India,12.01,75.47,36,77304
Kozhancheri,city,Kerala,India,9.35,76.7,36,86174
Kozhencheri,city,Kerala,India,9.35,76.7,36,86174
Kozhikkot,city,Kerala,India,11.25,75.78,6,187787
Kozhikode,city,Kerala,India,11.25,75.78,6,187787
Kozhinjampara,city,Kerala,India,10.74,76.83,830,45456
Kozhipram,city,Kerala,India,11.49,75.64,32,74329
KozsÃ­kode,city,Kerala,India,11.25,75.78,6,187787
KoÅ¾ikodÄ,city,Kerala,India,11.25,75.78,6,187787
Kubanuru,city,Kerala,India,12.67,74.94,167,53200
Kuchi Bandar,city,Kerala,India,9.95,76.25,9,109027
Kudali,city,Kerala,India,11.92,75.47,203,55870
Kudalmerkala,city,Kerala,India,12.66,75,213,53392
Kudambur,city,Kerala,India,11.81,75.46,6,26259
Kudana,city,Kerala,India,12.42,75.11,334,53373
Kudattayi,city,Kerala,India,11.4,75.96,236,6109
Kudayattur,city,Kerala,India,9.8,76.8,2509,45330
Kudiatakda,city,Kerala,India,12.5,75.17,830,53044
Kudumbur,city,Kerala,India,12.46,75.24,351,53939
Kuduretodu,city,Kerala,India,12.5,75.14,246,53044
Kula,city,Kerala,India,12.62,75.19,314,44282
Kulakkod,city,Kerala,India,11.29,75.91,95,56950
Kulattur,city,Kerala,India,10.94,76.14,226,150160
Kulikal,city,Kerala,India,11.88,75.57,160,59014
Kuliyat,city,Kerala,India,12.25,75.26,377,60087
Kullamalai,city,Kerala,India,8.88,76.58,3,320022
Kumaragam,city,Kerala,India,9.6,76.43,13,85379
Kumaraham,city,Kerala,India,9.6,76.43,13,85379
Kumarakom,city,Kerala,India,9.6,76.43,13,85379
Kumaramangalam,city,Kerala,India,10.92,75.93,19,194734
Kumaranallur,city,Kerala,India,9.62,76.58,26,159310
Kumbadaje,city,Kerala,India,12.59,75.13,216,52865
Kumbla,city,Kerala,India,12.59,74.94,55,32619
Kumbla,city,Kerala,India,12.6,74.94,65,32102
Kumeri,city,Kerala,India,12.48,75.13,216,53044
Kummangod,city,Kerala,India,11.68,75.64,246,143965
Kummankod,city,Kerala,India,11.68,75.66,275,160652
Kummankod,city,Kerala,India,11.68,75.65,275,158624
Kumulli,city,Kerala,India,11.43,75.76,101,98257
Kunam,city,Kerala,India,12.06,75.43,324,66828
Kunamkulam,city,Kerala,India,10.65,76.07,160,143010
Kunancheri,city,Kerala,India,11.44,75.78,196,92625
Kundadka,city,Kerala,India,12.49,75.03,154,72925
Kundakochi,city,Kerala,India,12.49,75.17,275,53044
Kundangoli,city,Kerala,India,12.46,75.14,830,53044
Kundangoli Kote,city,Kerala,India,12.46,75.13,830,53044
Kunduvati,city,Kerala,India,12.23,75.35,830,64846
Kundya,city,Kerala,India,12.42,75.08,226,52342
Kundayi,city,Kerala,India,11.41,75.87,259,37528
Kunikuravu,city,Kerala,India,11.76,75.93,2509,37987
Kuningad,city,Kerala,India,11.66,75.64,252,147224
Kunithala,city,Kerala,India,11.89,75.72,278,40975
Kunjatturu,city,Kerala,India,12.75,74.89,16,56089
Kunnagei,city,Kerala,India,12.3,75.28,170,59565
Kunnakadu,city,Kerala,India,12.37,75.37,830,48970
Kunnamangalam,city,Kerala,India,11.31,75.88,118,72759
Kunnamkulam,city,Kerala,India,10.65,76.07,160,143010
Kunnaramvelli,city,Kerala,India,11.51,75.78,400,119255
Kunnariyam,city,Kerala,India,12.06,75.22,26,47486
Kunnariyam,city,Kerala,India,12.05,75.22,32,39950
Kunnassheri,city,Kerala,India,11.63,75.78,150,115485
Kunnathra,city,Kerala,India,11.42,75.76,173,89776
Kunnattara,city,Kerala,India,11.43,75.74,22,110847
Kunnummakkara,city,Kerala,India,11.67,75.58,26,111765
Kunnummakkara,city,Kerala,India,11.66,75.58,45,117262
Kunnummal,city,Kerala,India,11.68,75.71,387,142624
Kunnummal Ambalam,city,Kerala,India,10.72,75.98,6,116139
Kunoth,city,Kerala,India,11.96,75.52,242,74032
Kuntaru,city,Kerala,India,12.56,75.21,236,50062
Kuntikana Mata,city,Kerala,India,12.61,75.05,216,53060
Kuppadittara,city,Kerala,India,11.7,76,2509,42033
Kuppam,city,Kerala,India,12.04,75.35,111,50622
Kuramb,city,Kerala,India,12.49,75.2,830,53044
Kurangara,city,Kerala,India,12.4,75.14,370,53272
Kuravalangad,city,Kerala,India,9.75,76.57,157,69487
Kurchamala,city,Kerala,India,11.6,75.99,2805,52758
Kurchinadka,city,Kerala,India,12.46,75.16,830,53044
Kuricchiakam,city,Kerala,India,11.63,75.72,223,114599
Kurichikkara,city,Kerala,India,11.47,75.73,78,130842
Kurikkalat,city,Kerala,India,11.82,75.99,2509,37892
Kurikkilad,city,Kerala,India,11.63,75.61,180,147012
Kuriko,city,Kerala,India,12.29,75.24,393,58779
Kuriya,city,Kerala,India,12.73,74.98,200,54162
Kurumattur,city,Kerala,India,12.03,75.42,141,76149
Kurumbakkal,city,Kerala,India,11.85,75.56,167,63477
Kurumbala,city,Kerala,India,11.69,75.98,2509,42784
Kurumbrakottussher,city,Kerala,India,11.27,75.77,29,188668
Kurumala,city,Kerala,India,11.69,75.97,2509,42747
Kurunnaliyod,city,Kerala,India,11.64,75.63,219,148690
Kuruva,city,Kerala,India,10.98,75.97,72,175931
Kuruvallur,city,Kerala,India,11.42,75.77,213,82261
Kuruvangad,city,Kerala,India,11.45,75.72,3,109969
Kuruvattissheri,city,Kerala,India,10.97,75.91,9,168412
Kuruvattur,city,Kerala,India,11.34,75.84,167,105564
Kuruvattur,city,Kerala,India,11.33,75.85,157,103395
Kuruveli,city,Kerala,India,12.2,75.27,344,62487
Kuruveli,city,Kerala,India,12.18,75.25,150,61776
Kurari,city,Kerala,India,11.99,75.54,124,69405
Kutal,city,Kerala,India,12.54,75.16,830,53044
Kutapanekal,city,Kerala,India,12.45,75.07,236,54571
Kutat,city,Kerala,India,12.22,75.17,88,58549
Kuthale,city,Kerala,India,12.49,75.15,144,53044
Kuthiathode,city,Kerala,India,9.8,76.33,9,117159
Kuthikakam,city,Kerala,India,11.82,75.43,9,20915
Kuthulurmalai,city,Kerala,India,11.79,75.75,1755,65727
Kutiana,city,Kerala,India,12.49,75.11,288,53044
Kutiatodu,city,Kerala,India,9.8,76.33,9,117159
Kutipuram,city,Kerala,India,10.84,76.03,32,196412
Kuttaje,city,Kerala,India,12.78,74.96,213,81434
Kuttambra Mala,city,Kerala,India,11.37,75.89,334,7027
Kuttammakkal,city,Kerala,India,10.85,75.93,9,154756
Kuttampala,city,Kerala,India,12.2,75.37,830,64622
Kuttampuzha,city,Kerala,India,10.15,76.73,200,20673
Kuttangol,city,Kerala,India,12.52,75.15,298,53044
Kuttarobur,city,Kerala,India,11.41,75.85,239,29614
Kuttathulam,city,Kerala,India,9.87,76.6,219,90990
Kuttavu,city,Kerala,India,11.99,75.53,78,69012
Kuttayi,city,Kerala,India,10.85,75.9,3,99255
Kuttiadi,city,Kerala,India,11.65,75.75,134,112799
Kuttikkattur,city,Kerala,India,11.26,75.88,357,152642
Kuttikkol,city,Kerala,India,12.01,75.37,52,56740
Kuttikolu,city,Kerala,India,12.48,75.21,830,53044
Kuttikolu,city,Kerala,India,12.48,75.21,830,53044
Kuttippuram,city,Kerala,India,10.84,76.03,32,196412
Kuttipram,city,Kerala,India,11.67,75.69,367,156821
Kuttipram,city,Kerala,India,11.68,75.7,413,156381
Kuttiyeri,city,Kerala,India,12.07,75.35,49,50455
Kuttiyeri,city,Kerala,India,12.08,75.38,278,58783
Kuttur,city,Kerala,India,10.9,75.96,78,196961
Kuttur,city,Kerala,India,11.68,75.75,200,117832
Kuttyattur,city,Kerala,India,11.97,75.49,206,75245
Kuttyadi,city,Kerala,India,11.65,75.75,134,112799
Kuttattukulam,city,Kerala,India,9.87,76.6,219,90990
Kuttur,city,Kerala,India,12.18,75.36,390,63044
Kutturappan Ambaia,city,Kerala,India,12.15,75.31,101,63094
Kuvare,city,Kerala,India,12.43,75.13,278,53044
Kuvel,city,Kerala,India,11.78,75.91,2509,37920
Kuvott,city,Kerala,India,12.01,75.36,52,53985
Lakkidi,city,Kerala,India,10.75,76.44,216,129168
Lakkiti,city,Kerala,India,10.75,76.44,216,129168
Lokamaleswaram,city,Kerala,India,10.22,76.2,26,149734
Lukkadi,city,Kerala,India,10.75,76.44,216,129168
Lalam,city,Kerala,India,9.72,76.7,45,82786
Maananthavaadi,city,Kerala,India,11.8,76.01,2509,37898
Maccheri,city,Kerala,India,11.89,75.45,219,39674
Machadka,city,Kerala,India,12.57,75.32,328,33987
Machipura,city,Kerala,India,12.48,75.07,82,59048
Madakai,city,Kerala,India,12.31,75.12,98,79010
Madakai,city,Kerala,India,12.32,75.17,200,61248
Madakai,city,Kerala,India,12.36,75.24,830,57997
Madakkara,city,Kerala,India,11.96,75.31,3,21329
Madancher,city,Kerala,India,11.79,75.76,1108,68581
Madappalli,city,Kerala,India,11.66,75.83,830,113223
Madappathuru,city,Kerala,India,11.86,75.62,206,42722
Madavur,city,Kerala,India,11.35,75.88,249,18715
Madhuru,city,Kerala,India,12.54,75.01,127,80016
Madkekanda,city,Kerala,India,12.46,75.15,830,53044
Madur,city,Kerala,India,11.82,75.92,2509,38157
Maduru,city,Kerala,India,12.49,75.04,131,69768
Madwa,city,Kerala,India,12.62,74.93,19,33572
Madya,city,Kerala,India,12.62,74.93,19,33572
Mahe,city,Kerala,India,11.7,75.53,3,111978
Mahe,city,Kerala,India,11.75,75.54,62,166213
Mahe,city,Kerala,India,11.72,75.55,49,147466
Maiapparamba,city,Kerala,India,11.28,75.8,108,276222
Maire,city,Kerala,India,12.63,75.06,219,53521
Maiyanhana,city,Kerala,India,12.31,75.25,347,58757
Majibailu,city,Kerala,India,12.7,74.92,82,45351
Makarachal,city,Kerala,India,10.2,76.72,301,16464
Makkada,city,Kerala,India,11.33,75.79,62,171983
Makkada,city,Kerala,India,11.33,75.79,45,171983
Makreri,city,Kerala,India,11.85,75.48,95,35068
Mala,city,Kerala,India,10.25,76.27,68,93122
Malabar,city,Kerala,India,9.95,76.25,9,109027
Maladka,city,Kerala,India,12.44,75.07,232,52669
Malakari,city,Kerala,India,11.78,75.84,2509,43387
Malappattam,city,Kerala,India,12.01,75.5,150,71796
Malappuram,city,Kerala,India,11.04,76.08,108,155474
Malapuram,city,Kerala,India,11.45,75.96,193,7126
Malartara,city,Kerala,India,12.27,75.22,173,58796
Malaru,city,Kerala,India,12.76,75.01,177,58130
Malayala,city,Kerala,India,12.54,75.21,830,51543
Malayamma,city,Kerala,India,11.33,75.94,206,7869
Malayamma,city,Kerala,India,11.33,75.95,209,6175
Malayattur,city,Kerala,India,10.2,76.53,131,35971
Malayatur,city,Kerala,India,10.2,76.53,131,35971
Malenki,city,Kerala,India,12.58,75.18,413,50895
Malla,city,Kerala,India,12.52,75.1,239,54663
Mallacheri,city,Kerala,India,9.25,76.84,124,63790
Mallampare,city,Kerala,India,12.51,75.23,830,52427
Mallankadap,city,Kerala,India,12.51,75.18,262,53044
Mallapalli,city,Kerala,India,9.45,76.71,59,120300
Mallappulasseri,city,Kerala,India,9.34,76.77,328,42954
Malothu,city,Kerala,India,12.38,75.32,830,58746
Malothu,city,Kerala,India,12.38,75.34,360,54372
Malott,city,Kerala,India,11.94,75.41,22,44776
Malpacheri,city,Kerala,India,12.31,75.18,259,58444
Malpacheri,city,Kerala,India,12.25,75.18,95,58814
Malur,city,Kerala,India,11.89,75.62,337,49607
Mamba,city,Kerala,India,11.9,75.49,160,45305
Mambaram,city,Kerala,India,11.87,75.6,193,52528
Mamyangsi,city,Kerala,India,12.44,75.1,275,53044
Manakadu,city,Kerala,India,12.54,75.2,830,51826
Manakayi,city,Kerala,India,11.89,75.55,164,58472
Manakkattupuram,city,Kerala,India,11.33,75.99,157,6175
Manakkod,city,Kerala,India,11.26,75.92,59,56802
Manalamkunnu,city,Kerala,India,10.66,75.98,22,64490
Manalipouzha,city,Kerala,India,10.99,75.93,16,180219
Manantavadi,city,Kerala,India,11.8,76.01,2509,37898
Mananthavady,city,Kerala,India,11.8,76.01,2509,37898
Manantheri,city,Kerala,India,11.84,75.61,249,49869
Manassheri,city,Kerala,India,11.31,75.97,239,18879
Manassheri,city,Kerala,India,11.3,75.98,127,31886
Manatanna,city,Kerala,India,11.89,75.73,282,40975
Manatanna,city,Kerala,India,11.91,75.76,311,40975
Manattala,city,Kerala,India,10.58,76.02,19,112164
Mandakamula,city,Kerala,India,11.82,75.97,2509,37896
Mandalur,city,Kerala,India,11.83,75.49,22,47342
Mandebettu,city,Kerala,India,12.54,75.24,830,50017
Mangad,city,Kerala,India,11.41,75.71,3,81931
Mangad,city,Kerala,India,12.46,75.04,157,54649
Mangad,city,Kerala,India,11.42,75.89,387,33064
Mangaladi,city,Kerala,India,11.79,75.99,2509,37910
Mangalam,city,Kerala,India,10.85,75.92,6,117385
Mangalam,city,Kerala,India,10.85,75.92,3,136584
Mangalapuram,city,Kerala,India,8.62,76.85,114,116776
Mangalapadi,city,Kerala,India,12.67,74.91,13,37695
Mangalassheri,city,Kerala,India,11.74,75.92,2585,38933
Mangalati,city,Kerala,India,11.81,75.98,2509,37892
Manganam,city,Kerala,India,9.58,76.55,13,207314
Mangattidam,city,Kerala,India,11.85,75.55,137,70571
Mangattiri,city,Kerala,India,10.89,75.92,16,173617
Mangattur,city,Kerala,India,10.81,75.99,16,232757
Mangod,city,Kerala,India,10.88,76.34,226,101342
Manimala,city,Kerala,India,9.48,76.75,154,87115
Manipadi,city,Kerala,India,12.69,75,380,53768
Manipuram,city,Kerala,India,11.37,75.93,170,6109
Maniyara,city,Kerala,India,12.12,75.28,59,60708
Maniyoor,city,Kerala,India,11.95,75.45,141,64538
Maniyur,city,Kerala,India,11.94,75.47,226,67141
Maniyur,city,Kerala,India,11.95,75.45,141,64538
Maniyur,city,Kerala,India,11.55,75.65,39,120341
Manjanadaka,city,Kerala,India,12.46,75.38,830,36183
Manjaparedattu,city,Kerala,India,12.55,75.21,229,51272
Manjeri,city,Kerala,India,11.12,76.12,124,93482
Manjeshwar,city,Kerala,India,12.71,74.89,13,32507
Manjeshwara,city,Kerala,India,12.71,74.89,13,32507
Manjeswaram,city,Kerala,India,12.71,74.89,13,32507
Manjigot,city,Kerala,India,12.48,75.04,236,72247
Manjeshvar,city,Kerala,India,12.71,74.89,13,32507
Manjeshvar,city,Kerala,India,12.73,74.89,6,37048
Mankara,city,Kerala,India,10.78,76.5,209,64809
Mankara,city,Kerala,India,12.14,75.43,190,60810
Mankarai,city,Kerala,India,10.78,76.5,209,64809
Mannamangalam,city,Kerala,India,11.46,75.67,6,83973
Mannampoyil,city,Kerala,India,11.43,75.82,206,65720
Mannankavu,city,Kerala,India,11.48,75.74,49,127507
Mannat,city,Kerala,India,11.46,75.75,39,126179
Mannayat,city,Kerala,India,11.77,75.48,3,60984
Mannur,city,Kerala,India,11.64,75.78,164,114691
Mannur,city,Kerala,India,11.98,75.56,98,72432
Mannya,city,Kerala,India,12.48,75.07,305,60283
Mannarakkat,city,Kerala,India,10.99,76.46,242,78954
Mantharattur,city,Kerala,India,11.61,75.68,255,115093
Mantharattur,city,Kerala,India,11.57,75.65,124,125487
Mapilangad,city,Kerala,India,12.42,75.06,104,47906
Mappram,city,Kerala,India,11.26,75.97,75,58258
Maradmule,city,Kerala,India,12.52,75.13,830,53044
Maraiyoor,city,Kerala,India,10.28,77.15,3415,17577
Maraiyur,city,Kerala,India,10.28,77.15,3415,17577
Maralur,city,Kerala,India,11.47,75.67,9,99044
Marancheri,city,Kerala,India,10.74,75.97,6,144808
Marancheri,city,Kerala,India,10.74,75.97,6,165519
Maravancheri,city,Kerala,India,10.83,75.99,13,220163
Maravantha,city,Kerala,India,10.82,75.93,3,172666
Marayoor,city,Kerala,India,10.28,77.15,3415,17577
Marayur,city,Kerala,India,10.28,77.15,3415,17577
Maridalam,city,Kerala,India,12.45,75.19,396,53062
Mariyat,city,Kerala,India,12.18,75.17,62,55513
Maruteri,city,Kerala,India,11.54,75.78,167,119242
Maruthad,city,Kerala,India,11.37,75.81,180,53869
Maruthayi,city,Kerala,India,11.95,75.57,190,74603
Maruthonkara,city,Kerala,India,11.64,75.78,193,114818
Mathamangalam,city,Kerala,India,12.13,75.31,104,58124
Mathodam,city,Kerala,India,11.93,75.41,19,44685
Matkeri,city,Kerala,India,12.6,75.21,830,45853
Mattamal,city,Kerala,India,12.12,75.17,39,64138
Mattanur,city,Kerala,India,10.83,75.92,3,147379
Mattanur,city,Kerala,India,11.93,75.57,249,71819
Mattapad,city,Kerala,India,11.32,75.9,127,32675
Mattancheri,city,Kerala,India,9.94,76.25,9,105170
Mavalikara,city,Kerala,India,9.26,76.56,52,182288
Mavatt,city,Kerala,India,11.49,75.71,190,127173
Maviccheri,city,Kerala,India,12.08,75.38,318,61368
Mavitayi,city,Kerala,India,11.84,75.48,62,37908
Mavur,city,Kerala,India,11.27,75.96,68,50967
Mayikan,city,Kerala,India,12.43,75.06,164,51028
Mayilancheri,city,Kerala,India,12.16,75.32,200,62267
Mayilati,city,Kerala,India,11.8,75.96,2509,37898
Mayyannur,city,Kerala,India,11.61,75.61,193,141391
Mayyazhi,city,Kerala,India,11.7,75.53,3,111978
Mayyil,city,Kerala,India,11.98,75.44,49,71059
Mazhur,city,Kerala,India,12.07,75.41,170,69496
Megoth,city,Kerala,India,12.37,75.1,121,72903
Melattur,city,Kerala,India,11.06,76.28,187,96236
Melatur,city,Kerala,India,11.06,76.28,187,96236
Melpadapu,city,Kerala,India,12.51,75.23,830,53048
Melparambu,city,Kerala,India,12.47,75.01,118,54514
Memunda,city,Kerala,India,11.6,75.6,127,119864
Menachore,city,Kerala,India,12.09,75.33,98,46043
Menappuram,city,Kerala,India,11.83,75.98,2509,37889
Menapram,city,Kerala,India,11.73,75.57,98,149846
Menapram,city,Kerala,India,11.72,75.58,62,144356
Mennanyan,city,Kerala,India,11.55,75.78,203,119242
Mennanyam,city,Kerala,India,11.56,75.76,239,119240
Mepat,city,Kerala,India,12.43,75.11,331,53054
Meppayyur,city,Kerala,India,11.54,75.74,249,118848
Meppadi,city,Kerala,India,11.57,76.15,2601,45681
Meruvambayi,city,Kerala,India,11.87,75.57,183,59224
Methala,city,Kerala,India,10.22,76.2,29,152062
Mettadi,city,Kerala,India,11.95,75.55,187,75944
Minadattur,city,Kerala,India,10.94,75.91,6,165914
Mincat,city,Kerala,India,12.38,75.12,249,65687
Minja,city,Kerala,India,12.71,74.96,78,56392
Minmuttikkal,city,Kerala,India,11.7,75.81,905,92683
Minnagol,city,Kerala,India,12.49,75.14,213,53044
Minnangolu,city,Kerala,India,12.43,75.12,259,53047
Mitalot,city,Kerala,India,11.89,75.48,154,45305
Mittale,city,Kerala,India,11.87,75.95,2890,38327
Miyala,city,Kerala,India,12.59,75.26,830,39699
Miyapadavu,city,Kerala,India,12.71,74.96,68,56368
Mocheri,city,Kerala,India,11.82,75.47,6,37401
Modakkallur,city,Kerala,India,11.43,75.78,196,92625
Moduda,city,Kerala,India,12.03,75.32,150,39820
Mogaru,city,Kerala,India,12.56,75.24,321,47649
Mogavur,city,Kerala,India,11.32,75.77,22,163997
Mogral,city,Kerala,India,12.57,74.96,13,43876
Moikoch,city,Kerala,India,12.25,75.18,170,58822
Mokeri,city,Kerala,India,11.68,75.75,229,118486
Mokeri,city,Kerala,India,11.78,75.57,203,144984
Molehannur,city,Kerala,India,12.37,75.16,370,57539
Moraya,city,Kerala,India,11.99,75.34,3,33642
Morikkara,city,Kerala,India,11.32,75.79,45,211748
Motal,city,Kerala,India,11.82,75.86,2509,38427
Motlankote,city,Kerala,India,12.45,75.11,406,53044
Mouvan,city,Kerala,India,12.33,75.33,830,58784
Moyilottara,city,Kerala,India,11.65,75.77,196,112997
Muchankulli,city,Kerala,India,12.52,75.26,830,49158
Muchiri,city,Kerala,India,10.22,76.2,29,152062
Muchiripattinam,city,Kerala,India,10.22,76.2,29,152062
Muchukunnu,city,Kerala,India,11.49,75.66,49,105524
Mudadi,city,Kerala,India,11.48,75.66,22,95350
Mudakkallur,city,Kerala,India,11.41,75.76,180,72379
Mudambailu,city,Kerala,India,12.71,74.94,180,55014
Mugu,city,Kerala,India,12.62,75.04,219,53081
Mukkad,city,Kerala,India,8.9,76.55,3,277126
Mukkada,city,Kerala,India,12.51,75.11,406,53044
Mukkie,city,Kerala,India,11.79,75.84,2509,40145
Mukkunnu,city,Kerala,India,12.06,75.35,255,50635
Mulapadi,city,Kerala,India,11.91,75.98,2913,33527
Mulappilangal,city,Kerala,India,11.8,75.45,3,25700
Mulappilangad,city,Kerala,India,11.8,75.45,3,25700
Mulinja,city,Kerala,India,12.68,74.91,22,39586
Muliyar,city,Kerala,India,12.51,75.11,393,53044
Muliyar,city,Kerala,India,12.52,75.12,328,53044
Mullagode,city,Kerala,India,12.48,75.17,830,53044
Mulleri,city,Kerala,India,12.54,75.16,830,53044
Mullokkodi,city,Kerala,India,12,75.42,59,70460
Mullur,city,Kerala,India,12.02,75.32,22,34669
Muluppilagadu,city,Kerala,India,11.8,75.45,3,25700
Mulur,city,Kerala,India,11.8,75.47,3,42738
Mundakadu,city,Kerala,India,12.49,75.12,249,53044
Mundakai,city,Kerala,India,12.49,75.08,127,57854
Mundakkal,city,Kerala,India,11.28,75.89,167,106662
Mundakkara,city,Kerala,India,11.45,75.85,150,88606
Mundakayam,city,Kerala,India,9.54,76.88,259,50296
Mundapara,city,Kerala,India,12.15,75.33,367,59049
Mundayad,city,Kerala,India,11.88,75.41,114,32556
Mundayatt,city,Kerala,India,11.83,75.94,2509,38037
Mundekod,city,Kerala,India,12.6,75.13,223,52129
Mundemad,city,Kerala,India,12.24,75.14,78,48628
Munderi,city,Kerala,India,11.93,75.45,118,55636
Munderi,city,Kerala,India,12.03,75.41,111,70833
Mundote,city,Kerala,India,12.32,75.16,157,65128
Mundott,city,Kerala,India,11.45,75.75,49,120818
Mundur,city,Kerala,India,10.84,76.58,413,59581
Munnad,city,Kerala,India,12.46,75.19,830,53060
Munnamkai,city,Kerala,India,11.68,75.78,232,111261
Munnar,city,Kerala,India,10.09,77.06,5029,20757
Munnit,city,Kerala,India,12.35,75.11,147,80112
Munnur,city,Kerala,India,11.28,75.98,101,38367
Muriyadu,city,Kerala,India,11.82,75.59,226,76433
Muringodi,city,Kerala,India,11.91,75.73,291,40975
Muthalamada,city,Kerala,India,10.62,76.78,830,44748
Muthiyanga,city,Kerala,India,11.81,75.6,167,85447
Muthukutti,city,Kerala,India,11.87,75.47,164,36793
Muthureri,city,Kerala,India,11.79,75.95,2509,37898
Muthuvad,city,Kerala,India,11.34,75.81,131,116093
Muthuvadattur,city,Kerala,India,11.67,75.63,200,139092
Muthuvannacha,city,Kerala,India,11.61,75.76,134,116651
Muthur,city,Kerala,India,10.9,75.94,42,201658
Mutnadi,city,Kerala,India,12.45,75.08,170,53000
Muttam,city,Kerala,India,9.83,76.75,830,44857
Muttam,city,Kerala,India,9.98,76.38,45,89531
Muttanur,city,Kerala,India,11.94,75.52,252,69567
Muttatti,city,Kerala,India,12.12,75.26,134,77524
Muttatodi,city,Kerala,India,12.53,75.03,137,78984
Muttayatt,city,Kerala,India,11.34,75.96,213,6703
Muttoli,city,Kerala,India,11.32,75.81,91,192203
Muttungal,city,Kerala,India,11.62,75.59,62,116764
Muttuntale,city,Kerala,India,12.35,75.07,39,51374
Muttancheri,city,Kerala,India,11.33,75.87,164,75088
Muvattupula,city,Kerala,India,9.98,76.58,65,95051
Muvatupusha,city,Kerala,India,9.98,76.58,65,95051
Muvatupuzha,city,Kerala,India,9.98,76.58,65,95051
Muvvangara,city,Kerala,India,10.85,75.99,13,197668
Muyippett,city,Kerala,India,11.56,75.69,236,116061
Muyipram,city,Kerala,India,11.64,75.61,160,147035
Muyirikkodu,city,Kerala,India,10.22,76.2,29,152062
Muyyam,city,Kerala,India,12.02,75.39,173,67051
Muzhakkunnu,city,Kerala,India,11.94,75.71,830,45041
Muzhakkunnu,city,Kerala,India,11.93,75.69,830,46309
Muzhappilangad,city,Kerala,India,11.8,75.45,3,25700
Muzhikkamittal,city,Kerala,India,11.47,75.74,42,129915
Muzhikkara,city,Kerala,India,11.75,75.54,62,166213
Muziris,city,Kerala,India,10.22,76.2,29,152062
